Customer ID,Number of Houses,Avg Size Household,Age,Relationship Status,Household Type,Education Level,House Type,Number of Car Policies,Number of Life Insurance Policies,Purchased?
889542,1,2,40,Married,Without Children,Medium,Rented House,2,0,No
140686,1,4,42,Married,With Children,Low,Home Owner,1,0,Yes
574213,1,4,35,Married,With Children,Low,Home Owner,0,0,No
48245,1,2,52,Married,With Children,High,Home Owner,1,0,Yes
468399,1,2,40,Married,Without Children,High,Rented House,1,0,No
565484,1,4,40,Married,Without Children,High,Home Owner,0,0,No
379654,1,4,39,Married,With Children,Medium,Home Owner,0,0,No
323167,1,3,33,Married,With Children,Low,Rented House,0,2,No
666609,1,1,42,Other Relationship,Without Children,Low,Rented House,0,0,No
27731,2,5,43,Other Relationship,With Children,Medium,Home Owner,0,0,No
389969,1,1,49,Other Relationship,Without Children,Medium,Rented House,0,0,No
954320,1,2,51,Married,Without Children,Low,Rented House,0,0,No
916902,1,3,37,Married,Without Children,Medium,Home Owner,0,2,No
157960,1,2,48,Married,Without Children,Medium,Rented House,1,0,No
768360,1,4,36,Married,With Children,Medium,Home Owner,0,1,No
451925,1,4,32,Married,With Children,Low,Rented House,0,0,No
583297,1,2,35,Married,Without Children,Low,Home Owner,0,0,No
504956,2,2,47,Married,Without Children,High,Home Owner,0,0,Yes
228144,1,4,37,Married,With Children,Low,Rented House,0,0,No
752559,1,3,45,Married,Without Children,Medium,Home Owner,0,1,No
627130,1,4,47,Married,With Children,High,Home Owner,1,0,No
151402,1,3,45,Married,Without Children,Low,Home Owner,1,0,Yes
888770,1,4,32,Other Relationship,Without Children,Medium,Home Owner,0,0,No
633271,1,1,47,Other Relationship,Without Children,Low,Home Owner,1,0,No
865566,1,3,49,Married,With Children,Medium,Rented House,1,0,No
33651,1,2,37,Living Together,Without Children,Low,Rented House,0,0,No
196234,1,3,46,Married,With Children,Low,Home Owner,1,0,No
337370,1,4,40,Married,With Children,Low,Home Owner,0,0,No
790543,2,2,50,Married,With Children,Low,Rented House,1,0,No
304193,2,3,44,Married,With Children,Low,Home Owner,1,1,No
736160,1,2,40,Married,Without Children,Low,Rented House,1,0,No
318673,1,4,41,Married,With Children,Low,Rented House,1,0,No
622164,1,2,50,Married,Without Children,High,Home Owner,1,0,No
469258,1,2,62,Married,Without Children,High,Home Owner,1,0,No
534141,1,3,44,Married,With Children,Low,Home Owner,0,0,No
152179,1,4,43,Married,With Children,Medium,Home Owner,0,0,No
167427,1,3,49,Married,With Children,Low,Home Owner,0,0,No
664560,1,3,48,Married,With Children,Low,Home Owner,2,0,No
391287,1,3,36,Married,With Children,Medium,Home Owner,1,0,No
529085,1,3,42,Married,Without Children,Low,Home Owner,0,0,No
911384,1,2,41,Married,Without Children,Low,Rented House,0,0,No
121479,1,2,40,Living Together,Without Children,Low,Rented House,1,0,No
365851,1,2,52,Married,Without Children,Low,Home Owner,1,0,Yes
672848,1,2,56,Married,Without Children,Medium,Home Owner,1,0,No
428432,1,3,57,Other Relationship,With Children,Low,Rented House,1,0,No
233633,1,3,49,Married,With Children,Low,Home Owner,2,0,No
55438,1,3,42,Married,With Children,Low,Home Owner,1,0,No
495960,1,3,47,Married,With Children,Low,Home Owner,1,0,No
733401,1,2,53,Other Relationship,Without Children,Low,Home Owner,0,0,No
497409,1,2,53,Married,Without Children,Low,Rented House,2,0,No
528200,1,2,55,Married,Without Children,Medium,Home Owner,1,0,Yes
796287,1,2,50,Married,Without Children,Low,Rented House,0,0,No
848683,1,2,49,Married,With Children,Low,Rented House,1,0,No
664042,1,4,33,Married,With Children,Low,Rented House,1,0,No
519230,2,2,52,Married,Without Children,Low,Rented House,0,0,No
112127,1,4,46,Married,With Children,Low,Home Owner,1,0,Yes
743296,1,3,49,Married,With Children,Low,Home Owner,0,0,No
740465,1,2,41,Other Relationship,Without Children,Medium,Rented House,0,0,No
709646,1,2,48,Other Relationship,Without Children,High,Home Owner,0,0,No
450451,1,3,48,Married,With Children,Medium,Home Owner,2,0,Yes
933758,1,3,44,Married,With Children,Low,Rented House,0,0,No
876536,1,1,34,Other Relationship,Without Children,Medium,Rented House,0,0,No
359391,2,1,24,Other Relationship,Without Children,Medium,Rented House,1,0,No
183614,1,2,41,Married,Without Children,Low,Rented House,1,0,No
33611,1,1,67,Singles,Without Children,Low,Rented House,0,0,No
725787,1,3,37,Married,With Children,Medium,Home Owner,0,0,No
915763,1,3,36,Married,With Children,Low,Home Owner,1,0,No
544711,1,2,44,Married,Without Children,Low,Home Owner,0,0,No
241766,1,2,43,Married,Without Children,Low,Rented House,1,2,No
679918,1,4,31,Married,With Children,Medium,Home Owner,1,0,No
754551,1,3,43,Married,With Children,Medium,Home Owner,1,0,No
480175,1,3,40,Married,With Children,Medium,Home Owner,0,0,No
175,1,2,60,Other Relationship,Without Children,Low,Rented House,1,0,No
218860,1,3,40,Married,With Children,Low,Home Owner,1,0,No
356602,1,3,50,Married,With Children,Low,Home Owner,1,0,No
486992,1,2,33,Married,With Children,Medium,Rented House,1,0,No
30781,1,2,42,Married,Without Children,Low,Rented House,1,0,No
932611,1,4,47,Married,With Children,Low,Rented House,1,0,No
615650,1,2,32,Married,Without Children,Low,Home Owner,1,2,No
959042,1,2,59,Married,Without Children,Low,Rented House,0,0,No
71272,1,2,46,Married,With Children,Low,Home Owner,0,0,No
205318,1,3,43,Married,With Children,Low,Rented House,1,0,No
24109,1,3,46,Married,With Children,Low,Home Owner,0,1,No
46685,1,3,45,Married,Without Children,Low,Home Owner,1,0,No
309775,1,3,44,Married,With Children,Low,Home Owner,0,0,No
841198,1,2,49,Married,Without Children,Medium,Rented House,0,0,No
913400,1,5,42,Married,Without Children,Low,Home Owner,0,0,No
978018,1,2,42,Other Relationship,Without Children,Low,Rented House,1,2,No
823218,1,3,45,Married,With Children,Low,Home Owner,0,0,No
377984,1,3,48,Married,With Children,High,Home Owner,0,0,No
584058,1,3,46,Married,With Children,High,Home Owner,1,0,No
234158,1,2,40,Married,With Children,Low,Home Owner,1,0,No
390435,1,3,36,Married,With Children,Medium,Home Owner,1,0,No
718070,1,2,30,Other Relationship,Without Children,Medium,Rented House,1,0,No
194905,1,3,30,Married,With Children,Low,Rented House,1,0,No
168394,1,3,39,Married,Without Children,High,Home Owner,0,0,No
452789,1,3,38,Married,With Children,Medium,Rented House,1,0,No
47813,1,2,57,Married,Without Children,Low,Home Owner,1,0,No
128762,1,2,35,Other Relationship,With Children,Medium,Rented House,0,0,No
550407,1,3,43,Married,With Children,Low,Rented House,0,0,No
240689,1,2,45,Married,With Children,Low,Home Owner,1,0,No
387646,1,3,50,Married,With Children,High,Home Owner,0,0,Yes
889247,2,2,54,Married,Without Children,Low,Rented House,0,0,No
156339,1,1,60,Married,Without Children,High,Rented House,1,0,No
230283,2,2,35,Married,Without Children,High,Rented House,0,0,No
91253,1,2,55,Other Relationship,Without Children,Low,Home Owner,1,0,No
490465,1,2,68,Other Relationship,Without Children,Low,Rented House,0,0,No
866651,1,3,41,Married,Without Children,Low,Home Owner,2,0,No
308487,1,2,55,Married,Without Children,Low,Rented House,1,0,No
108118,1,2,40,Married,With Children,Low,Rented House,1,0,No
110985,1,2,54,Married,Without Children,Low,Rented House,1,0,No
822433,1,3,41,Married,Without Children,Low,Home Owner,1,0,No
337003,1,3,46,Married,Without Children,Low,Rented House,0,0,No
456088,1,3,43,Married,Without Children,High,Home Owner,1,0,No
562085,1,2,60,Married,Without Children,Low,Rented House,1,0,No
250444,1,2,59,Married,Without Children,High,Home Owner,0,0,No
989652,3,2,53,Married,Without Children,Low,Rented House,0,0,No
445134,1,2,56,Other Relationship,Without Children,Low,Rented House,1,0,No
331849,1,3,48,Married,With Children,Low,Home Owner,1,0,Yes
189851,1,3,48,Married,With Children,High,Home Owner,0,0,No
242802,1,2,44,Married,Without Children,Medium,Home Owner,0,0,No
49456,1,2,58,Married,Without Children,Low,Home Owner,1,0,No
821889,1,2,47,Married,Without Children,Medium,Home Owner,0,0,No
634094,1,2,77,Married,Without Children,Low,Rented House,0,0,No
457693,1,3,43,Married,Without Children,Low,Rented House,1,0,No
305107,1,3,36,Married,With Children,Low,Home Owner,0,0,No
644385,1,4,40,Married,With Children,Low,Rented House,1,0,No
462842,1,3,41,Married,With Children,Low,Home Owner,0,0,No
25285,1,3,50,Married,With Children,Low,Home Owner,0,0,No
746016,1,2,58,Married,Without Children,Low,Rented House,0,1,No
307771,1,3,54,Married,Without Children,Low,Rented House,0,0,No
171383,1,3,42,Married,Without Children,Low,Home Owner,1,0,Yes
309579,1,1,62,Singles,Without Children,Low,Rented House,0,0,No
237465,1,2,34,Married,Without Children,Low,Rented House,0,1,No
344041,1,3,32,Married,With Children,Medium,Home Owner,1,0,No
397170,1,1,45,Other Relationship,Without Children,Medium,Rented House,0,0,No
57446,1,3,44,Married,With Children,Low,Home Owner,0,0,No
792302,1,2,37,Living Together,Without Children,Low,Rented House,1,0,No
563689,1,2,50,Other Relationship,Without Children,Medium,Rented House,0,0,No
324551,1,4,35,Married,With Children,Medium,Home Owner,0,0,No
883175,1,2,59,Married,Without Children,Medium,Rented House,1,0,No
537300,1,3,46,Married,With Children,Low,Home Owner,1,0,No
8256,1,2,41,Married,Without Children,Low,Home Owner,1,0,No
584556,1,3,44,Married,With Children,Medium,Home Owner,1,0,No
259216,1,4,34,Married,With Children,Low,Rented House,0,0,No
651614,1,2,46,Other Relationship,Without Children,Low,Rented House,1,0,No
797359,1,3,42,Married,With Children,High,Home Owner,0,0,No
145487,1,3,49,Married,With Children,High,Home Owner,1,0,No
218637,1,4,42,Married,With Children,Medium,Home Owner,0,0,No
879806,1,3,34,Married,With Children,Low,Home Owner,0,0,No
256669,1,3,48,Married,Without Children,Low,Rented House,1,0,No
423846,2,2,59,Married,With Children,Low,Rented House,0,0,No
79972,1,2,64,Other Relationship,Without Children,Low,Rented House,1,0,No
81377,1,2,45,Married,With Children,Low,Rented House,1,0,No
301937,2,3,42,Married,With Children,Medium,Home Owner,1,0,No
622357,1,2,32,Married,With Children,Medium,Rented House,0,0,No
445260,1,2,50,Other Relationship,Without Children,Low,Rented House,1,0,No
253335,1,3,48,Married,With Children,Medium,Rented House,1,0,No
95642,1,3,46,Married,With Children,High,Rented House,1,0,Yes
950394,1,4,33,Married,With Children,Low,Rented House,0,0,No
985215,1,2,42,Married,With Children,Low,Home Owner,1,0,No
288759,2,3,38,Married,With Children,Medium,Rented House,1,0,No
260600,1,3,47,Married,With Children,Low,Home Owner,1,0,No
668823,1,3,42,Married,Without Children,High,Home Owner,2,0,Yes
875764,1,2,55,Married,Without Children,Low,Rented House,1,0,No
140426,1,4,38,Married,With Children,Low,Home Owner,1,0,No
323716,1,2,48,Married,With Children,Low,Rented House,0,0,No
840057,1,4,47,Married,With Children,Medium,Home Owner,0,0,No
557538,1,2,40,Married,Without Children,Low,Home Owner,1,0,No
661421,1,3,33,Married,With Children,Medium,Home Owner,0,0,No
258104,1,3,53,Married,With Children,Low,Home Owner,0,0,No
720427,1,1,52,Married,Without Children,High,Rented House,0,0,No
31752,1,3,33,Married,With Children,Low,Home Owner,0,0,No
349831,1,2,50,Married,Without Children,Low,Rented House,0,0,No
86422,1,2,23,Living Together,Without Children,Medium,Rented House,1,0,No
255149,1,3,47,Married,Without Children,Low,Home Owner,0,0,No
17795,1,4,39,Married,With Children,Low,Home Owner,1,0,No
49706,1,1,39,Other Relationship,Without Children,Medium,Rented House,1,0,No
791572,1,4,31,Married,With Children,Low,Home Owner,0,0,No
599055,1,3,46,Married,With Children,Low,Home Owner,0,0,No
811322,1,3,45,Married,Without Children,High,Home Owner,0,0,No
194192,1,3,40,Married,Without Children,Medium,Home Owner,0,2,No
335830,1,3,46,Married,With Children,Low,Rented House,1,0,No
54392,1,2,54,Married,Without Children,Low,Rented House,0,0,No
25560,1,3,46,Married,Without Children,Medium,Rented House,0,0,No
512850,1,3,44,Married,With Children,Medium,Home Owner,0,0,No
322958,2,3,38,Married,With Children,High,Home Owner,0,0,No
368750,1,2,40,Other Relationship,Without Children,Medium,Rented House,0,0,No
838819,1,3,46,Married,Without Children,Low,Home Owner,1,0,No
839104,1,3,49,Married,With Children,Low,Home Owner,0,0,No
233790,1,2,50,Married,With Children,Low,Rented House,1,0,No
216651,1,3,42,Married,Without Children,Low,Home Owner,1,0,No
114174,1,3,49,Married,With Children,Low,Home Owner,1,0,No
47803,1,1,71,Other Relationship,Without Children,Low,Rented House,1,0,No
696689,1,2,44,Married,With Children,Low,Home Owner,0,0,No
437947,1,3,42,Married,With Children,Low,Rented House,1,0,No
880821,1,3,40,Married,Without Children,Medium,Rented House,0,0,No
393543,1,2,38,Married,Without Children,Medium,Rented House,0,0,No
23519,2,2,47,Other Relationship,Without Children,High,Rented House,0,0,No
594720,2,4,33,Married,With Children,Low,Home Owner,0,0,No
274530,1,3,49,Married,With Children,High,Home Owner,0,0,No
169086,1,2,47,Married,With Children,Low,Rented House,1,0,No
160561,1,2,30,Married,Without Children,Medium,Rented House,0,0,No
701701,2,2,40,Married,Without Children,Medium,Home Owner,0,0,No
763615,1,3,50,Married,With Children,Low,Rented House,1,0,Yes
736700,2,3,47,Married,With Children,Low,Home Owner,1,2,No
669792,1,3,49,Married,Without Children,Low,Home Owner,1,0,No
516807,1,3,40,Married,Without Children,Medium,Home Owner,1,0,No
956157,2,4,42,Married,With Children,Low,Home Owner,0,1,No
311278,1,2,58,Married,Without Children,Low,Rented House,0,0,No
935349,1,2,52,Married,Without Children,Low,Home Owner,0,0,No
370670,1,1,42,Other Relationship,Without Children,Medium,Rented House,0,0,No
225681,1,3,60,Married,Without Children,Medium,Rented House,1,0,No
856915,1,2,56,Married,With Children,Low,Rented House,0,0,No
136424,1,2,39,Married,Without Children,Low,Rented House,1,0,No
580639,1,4,40,Other Relationship,With Children,Low,Home Owner,0,0,No
798327,1,2,65,Married,Without Children,Medium,Rented House,0,0,No
737322,1,3,45,Married,With Children,Medium,Rented House,1,0,No
805629,1,3,38,Married,With Children,Medium,Rented House,0,0,No
397058,1,3,48,Married,Without Children,Low,Home Owner,0,0,No
730525,1,2,50,Married,Without Children,Medium,Rented House,1,0,No
63970,1,3,33,Married,With Children,High,Home Owner,0,0,No
222043,1,2,60,Married,Without Children,Medium,Rented House,1,0,No
661484,2,5,40,Married,With Children,Medium,Home Owner,1,0,No
903583,1,2,41,Married,With Children,Low,Home Owner,0,0,No
664863,1,2,55,Other Relationship,With Children,Low,Rented House,1,0,No
641546,1,3,50,Married,Without Children,Medium,Home Owner,1,0,No
634875,1,3,60,Married,With Children,Low,Rented House,1,0,No
212295,2,2,39,Married,With Children,Low,Rented House,1,0,No
348036,1,3,45,Married,With Children,Medium,Home Owner,1,0,No
382047,1,4,35,Married,With Children,Low,Rented House,1,0,No
991158,1,4,32,Other Relationship,With Children,High,Rented House,0,0,Yes
162384,1,2,56,Married,Without Children,Medium,Home Owner,0,0,Yes
263223,1,3,39,Married,With Children,High,Home Owner,1,0,No
471562,1,3,47,Married,With Children,Medium,Home Owner,1,2,No
644949,1,1,23,Other Relationship,Without Children,Medium,Rented House,1,0,No
971904,1,1,79,Other Relationship,Without Children,Low,Rented House,0,0,No
462758,1,3,39,Married,With Children,Low,Home Owner,1,0,No
175232,1,2,48,Married,Without Children,Medium,Rented House,1,0,No
684640,1,3,40,Married,Without Children,Medium,Home Owner,0,0,No
75436,1,2,40,Married,Without Children,Medium,Rented House,1,0,No
692908,1,2,46,Other Relationship,Without Children,Medium,Rented House,2,0,No
414135,1,4,47,Married,With Children,Medium,Home Owner,1,0,No
753822,1,2,47,Married,Without Children,Medium,Home Owner,0,0,No
526536,1,3,48,Married,Without Children,High,Home Owner,1,0,Yes
240115,1,2,58,Married,Without Children,Medium,Rented House,0,0,No
614180,1,2,50,Married,With Children,Low,Home Owner,0,0,No
20313,1,3,37,Married,With Children,High,Home Owner,0,0,No
241410,1,3,41,Married,With Children,High,Home Owner,1,0,Yes
604136,1,3,42,Married,With Children,Low,Rented House,0,0,No
584593,1,3,39,Married,With Children,Low,Home Owner,1,0,No
587658,1,2,42,Other Relationship,Without Children,Medium,Home Owner,1,0,No
669940,1,3,45,Married,Without Children,Low,Rented House,0,0,No
702915,1,3,39,Married,With Children,Medium,Home Owner,1,0,No
33720,1,4,34,Married,With Children,Medium,Home Owner,1,0,No
80926,1,3,45,Married,Without Children,Low,Rented House,1,0,No
943849,1,2,55,Married,Without Children,Low,Rented House,1,1,No
343841,1,2,60,Married,With Children,Medium,Home Owner,0,0,No
787701,1,2,53,Married,Without Children,High,Home Owner,0,2,No
386151,1,2,59,Married,With Children,Medium,Home Owner,0,0,No
984688,1,4,46,Married,With Children,Medium,Home Owner,1,1,No
71019,1,2,41,Married,With Children,Low,Home Owner,0,0,No
858627,2,2,56,Married,Without Children,Low,Home Owner,0,0,No
557712,1,3,47,Married,With Children,Low,Home Owner,0,0,No
69690,1,4,32,Married,With Children,Low,Rented House,0,0,No
448371,1,1,76,Other Relationship,Without Children,Low,Rented House,0,0,No
179558,1,3,43,Married,With Children,Low,Rented House,1,0,No
663250,1,4,35,Married,With Children,Medium,Home Owner,1,0,No
159070,1,2,30,Married,Without Children,High,Home Owner,1,1,No
702511,1,2,44,Married,Without Children,Low,Rented House,1,0,No
600131,2,3,44,Married,With Children,Low,Home Owner,1,0,Yes
42552,1,2,69,Married,Without Children,High,Home Owner,0,0,Yes
217172,1,2,48,Married,Without Children,Medium,Rented House,0,0,No
841436,1,4,36,Married,With Children,Low,Rented House,1,0,No
982573,1,3,37,Married,Without Children,Medium,Home Owner,0,0,No
376862,2,4,35,Married,With Children,Low,Home Owner,0,0,No
903636,1,3,50,Married,With Children,High,Home Owner,0,0,Yes
383797,1,2,40,Married,With Children,Low,Rented House,0,0,No
138526,1,3,46,Married,Without Children,High,Home Owner,1,0,Yes
996299,1,2,35,Living Together,Without Children,High,Rented House,1,0,Yes
730226,1,3,32,Married,Without Children,Medium,Home Owner,1,0,No
4456,1,3,53,Married,With Children,Low,Rented House,0,0,No
523329,1,2,61,Married,Without Children,Medium,Home Owner,1,0,No
845296,1,2,31,Living Together,Without Children,Low,Rented House,1,0,No
4074,1,3,48,Married,With Children,Medium,Home Owner,1,0,No
9126,1,2,48,Married,With Children,Low,Rented House,1,0,No
14989,1,2,49,Married,Without Children,Medium,Rented House,0,1,No
35069,1,3,50,Married,With Children,Low,Rented House,1,0,No
619930,1,4,43,Married,With Children,Low,Home Owner,1,0,No
915501,1,3,38,Married,With Children,Low,Home Owner,0,0,No
691130,1,3,53,Married,Without Children,High,Home Owner,0,0,No
10696,1,4,40,Married,With Children,Low,Rented House,1,0,No
759788,1,2,51,Married,Without Children,Medium,Home Owner,1,0,No
171942,1,3,46,Married,With Children,Medium,Home Owner,1,0,No
981211,1,2,51,Married,Without Children,Low,Rented House,0,0,No
882986,1,2,48,Married,With Children,Medium,Home Owner,0,0,No
895150,1,2,42,Married,With Children,Low,Rented House,1,0,No
397999,1,3,43,Married,Without Children,Medium,Rented House,0,0,No
293360,1,2,54,Married,Without Children,Low,Rented House,0,0,No
305112,1,2,57,Married,Without Children,High,Home Owner,1,0,No
443592,1,3,49,Married,With Children,Medium,Home Owner,1,0,No
333122,2,3,44,Married,With Children,Low,Home Owner,0,0,No
467260,1,2,44,Other Relationship,Without Children,Medium,Rented House,1,0,No
976970,1,2,47,Married,Without Children,Medium,Home Owner,1,0,No
466035,1,2,23,Married,With Children,Low,Rented House,0,0,No
140476,2,3,50,Married,With Children,Medium,Home Owner,1,0,No
547219,2,3,39,Married,With Children,Low,Home Owner,1,0,No
468979,2,4,30,Married,With Children,Low,Home Owner,1,0,No
952180,1,2,43,Married,Without Children,Low,Rented House,0,0,No
842512,1,2,57,Married,Without Children,Medium,Rented House,1,0,No
421556,1,3,35,Married,With Children,Low,Home Owner,1,0,No
102803,1,3,41,Married,With Children,Medium,Home Owner,1,0,No
687833,1,3,30,Married,With Children,Medium,Rented House,2,0,No
612365,1,3,49,Married,Without Children,Low,Home Owner,1,0,No
328886,1,3,40,Married,With Children,Low,Home Owner,1,0,No
864015,1,4,50,Married,With Children,High,Home Owner,1,0,Yes
915783,1,3,49,Married,With Children,Low,Home Owner,0,0,No
582791,1,2,50,Married,With Children,Low,Home Owner,0,0,No
925254,1,3,40,Married,With Children,Low,Home Owner,0,0,No
871374,1,1,39,Other Relationship,Without Children,Medium,Rented House,1,0,No
659165,1,2,53,Other Relationship,Without Children,Medium,Home Owner,2,0,Yes
859505,1,4,50,Married,With Children,Low,Rented House,1,0,Yes
439568,1,4,40,Married,With Children,Low,Home Owner,0,0,No
496100,1,2,32,Other Relationship,Without Children,Medium,Rented House,1,0,No
787959,1,3,50,Married,With Children,High,Home Owner,0,0,No
386442,1,3,46,Married,With Children,High,Home Owner,1,0,No
966092,1,3,39,Married,With Children,Low,Rented House,0,0,No
833033,1,2,59,Married,Without Children,Medium,Home Owner,1,0,No
497916,2,3,47,Married,With Children,Low,Home Owner,1,0,No
450679,1,3,35,Other Relationship,With Children,Medium,Rented House,0,0,No
799297,1,3,45,Married,With Children,Low,Rented House,1,0,No
937155,1,3,36,Married,With Children,Low,Rented House,1,0,No
574473,1,3,49,Married,With Children,Low,Home Owner,0,0,No
952152,1,4,40,Married,With Children,Low,Rented House,1,0,No
863718,1,3,30,Married,With Children,Low,Home Owner,0,0,No
639524,1,3,42,Married,Without Children,Medium,Home Owner,0,1,No
970114,1,3,44,Married,With Children,Low,Home Owner,1,0,No
695665,1,3,41,Married,With Children,Low,Rented House,0,0,No
527297,1,3,41,Married,With Children,Medium,Rented House,0,0,No
60563,1,3,40,Married,Without Children,Low,Rented House,0,0,No
252179,1,3,37,Married,With Children,Low,Home Owner,1,2,No
195548,1,3,39,Married,With Children,Low,Home Owner,1,0,No
571544,1,2,50,Married,Without Children,Medium,Home Owner,1,0,No
764692,2,3,34,Married,With Children,Low,Home Owner,0,0,No
397609,1,3,42,Married,With Children,Low,Home Owner,1,0,No
487375,1,4,35,Married,With Children,Medium,Home Owner,1,0,No
715624,1,1,34,Other Relationship,Without Children,Medium,Rented House,0,0,No
732353,1,2,57,Married,Without Children,Medium,Rented House,0,0,No
166748,1,2,38,Other Relationship,Without Children,Medium,Rented House,1,0,No
692587,1,3,35,Married,With Children,Medium,Rented House,1,0,No
301054,2,2,33,Married,Without Children,Medium,Home Owner,1,0,No
93432,1,3,45,Married,With Children,Low,Home Owner,1,0,No
6882,1,3,44,Married,Without Children,Medium,Rented House,1,0,Yes
647789,1,2,50,Married,Without Children,Medium,Rented House,0,0,No
280128,1,2,41,Married,Without Children,Low,Rented House,1,0,No
818627,1,2,68,Other Relationship,Without Children,Low,Home Owner,0,0,No
709834,1,2,41,Married,Without Children,Medium,Rented House,2,0,No
899062,1,3,42,Married,Without Children,Low,Home Owner,1,0,No
782156,2,4,46,Married,With Children,Medium,Home Owner,0,0,No
38779,1,2,49,Other Relationship,Without Children,Medium,Rented House,0,2,No
938865,1,4,50,Married,With Children,Medium,Home Owner,1,0,Yes
272754,1,2,53,Married,Without Children,Medium,Rented House,1,0,No
542848,1,3,42,Married,With Children,Low,Home Owner,1,0,No
184000,1,3,47,Married,Without Children,High,Home Owner,0,0,No
794193,1,3,46,Married,Without Children,Low,Home Owner,0,0,No
917071,1,3,47,Married,With Children,Low,Home Owner,1,0,No
911488,2,3,45,Married,With Children,Low,Home Owner,1,0,Yes
605705,1,4,39,Married,With Children,Medium,Rented House,0,0,No
111877,1,1,31,Singles,Without Children,Medium,Rented House,0,0,No
235625,1,3,32,Married,With Children,Medium,Home Owner,1,0,No
581960,1,4,47,Married,With Children,High,Home Owner,0,0,No
434464,1,1,46,Singles,Without Children,Medium,Rented House,1,0,No
938546,1,3,44,Married,With Children,Low,Home Owner,0,0,No
643665,1,2,59,Married,Without Children,Low,Home Owner,0,0,No
471337,2,3,50,Married,With Children,Low,Home Owner,0,0,No
497516,1,3,44,Married,Without Children,Low,Home Owner,1,0,No
365613,1,3,40,Married,With Children,Low,Home Owner,2,0,No
742186,1,3,50,Married,With Children,High,Home Owner,1,0,No
30274,1,4,50,Married,With Children,High,Home Owner,1,0,No
317662,1,2,41,Married,Without Children,Medium,Rented House,0,0,No
293426,1,3,40,Married,Without Children,Low,Home Owner,1,0,No
235126,1,1,36,Other Relationship,Without Children,Medium,Home Owner,0,0,No
95315,1,4,30,Married,With Children,Medium,Home Owner,1,0,No
540749,1,2,34,Married,With Children,Low,Rented House,1,0,No
317543,1,2,50,Married,Without Children,Low,Home Owner,2,0,No
869045,1,3,31,Married,With Children,Medium,Home Owner,0,0,No
442629,1,2,38,Married,Without Children,Medium,Rented House,1,0,No
814481,1,2,49,Other Relationship,With Children,Low,Home Owner,0,0,No
19128,1,2,50,Married,Without Children,Low,Home Owner,1,0,No
601091,1,3,60,Married,Without Children,Medium,Home Owner,0,0,No
270475,1,2,34,Married,With Children,Medium,Rented House,1,0,No
701014,1,1,79,Other Relationship,Without Children,Low,Rented House,0,0,No
371066,1,2,48,Married,With Children,Low,Rented House,0,0,No
316685,1,3,59,Married,Without Children,High,Home Owner,0,0,No
283056,1,3,46,Married,With Children,Low,Home Owner,0,0,Yes
776670,1,3,49,Married,With Children,Low,Home Owner,1,0,No
759371,1,2,40,Married,With Children,Low,Rented House,1,0,No
86488,1,2,51,Other Relationship,With Children,Low,Rented House,0,0,No
923669,1,3,43,Married,With Children,Low,Home Owner,0,0,No
143624,1,2,37,Other Relationship,With Children,High,Rented House,2,0,No
92567,1,4,42,Married,With Children,Low,Rented House,0,0,No
919287,2,3,47,Married,With Children,Medium,Home Owner,0,0,No
905810,2,3,49,Married,With Children,Medium,Home Owner,0,0,No
63121,1,2,54,Married,Without Children,Low,Home Owner,1,0,No
331473,1,3,57,Married,With Children,High,Home Owner,0,0,No
47395,1,2,50,Married,Without Children,Low,Rented House,0,0,No
327614,1,3,42,Married,With Children,Medium,Rented House,0,1,No
680633,1,2,54,Married,Without Children,Medium,Rented House,1,0,Yes
519405,1,4,43,Married,With Children,Medium,Home Owner,0,0,Yes
411291,1,3,50,Married,With Children,Low,Home Owner,1,0,Yes
761596,2,4,34,Married,With Children,Medium,Home Owner,1,0,Yes
629070,1,2,32,Married,Without Children,Medium,Rented House,1,0,No
644283,1,2,63,Married,With Children,Low,Rented House,0,0,No
381124,1,1,55,Married,Without Children,Medium,Home Owner,1,0,Yes
359191,1,2,54,Married,Without Children,Medium,Rented House,1,0,No
36924,1,4,37,Married,With Children,Low,Rented House,1,0,No
320969,1,2,41,Married,With Children,Medium,Home Owner,1,2,No
155134,1,4,40,Married,With Children,Low,Rented House,1,0,No
843894,1,2,56,Married,Without Children,Low,Rented House,0,0,No
504012,3,2,42,Other Relationship,With Children,Low,Rented House,0,2,No
773864,1,3,33,Married,With Children,Medium,Home Owner,0,0,No
652596,1,2,33,Married,Without Children,Medium,Home Owner,0,0,No
541380,1,1,63,Other Relationship,Without Children,Low,Home Owner,1,0,No
152595,1,2,48,Married,Without Children,Low,Home Owner,1,0,No
666448,1,2,57,Married,Without Children,Medium,Home Owner,1,0,No
456664,1,1,37,Other Relationship,Without Children,High,Rented House,1,0,No
392928,1,3,49,Married,Without Children,Medium,Rented House,0,0,No
550721,1,3,45,Married,With Children,High,Home Owner,0,0,No
379077,1,1,71,Other Relationship,Without Children,Low,Rented House,1,0,No
594503,1,3,46,Married,Without Children,Medium,Home Owner,1,0,No
841363,1,3,47,Married,With Children,High,Home Owner,0,0,No
775633,1,3,42,Married,With Children,Low,Rented House,0,0,No
961294,1,3,42,Married,With Children,Low,Home Owner,1,0,No
112510,1,3,36,Married,With Children,Low,Rented House,0,0,No
678992,1,3,46,Married,With Children,Low,Home Owner,2,0,Yes
273711,1,3,48,Married,With Children,Medium,Rented House,1,0,No
